heart_rate,spo2,temperature,humidity,noise,light,vibration,timestamp,hour,day_of_week,stress_index,env_risk,label
87,89,38.3,46,86,193,69,2026-03-22 20:47:00,20,6,149.8,198.4,1
105,86,37.6,74,40,173,58,2026-03-22 20:48:00,20,6,142.4,174.8,1
107,92,39.8,59,59,407,20,2026-03-22 20:49:00,20,6,133.1,231.8,1
94,93,38.0,39,82,189,46,2026-03-22 20:50:00,20,6,140.5,190.7,1
118,87,38.6,86,80,389,43,2026-03-22 20:51:00,20,6,166.8,254.0,1
92,94,38.9,50,32,222,61,2026-03-22 20:52:00,20,6,116.9,169.6,1
104,87,36.6,35,32,392,16,2026-03-22 20:53:00,20,6,123.5,191.5,1
71,99,36.9,40,63,275,26,2026-03-22 20:54:00,20,6,97.6,192.9,1
70,89,37.8,63,86,482,47,2026-03-22 20:55:00,20,6,129.6,263.7,1
101,87,38.1,69,84,277,45,2026-03-22 20:56:00,20,6,155.8,224.9,1
93,87,39.3,43,59,125,26,2026-03-22 20:57:00,20,6,131.2,166.4,1
77,90,37.0,47,44,401,71,2026-03-22 20:58:00,20,6,119.9,208.5,1
85,98,36.1,66,75,220,21,2026-03-22 20:59:00,20,6,114.8,201.7,1
105,99,40.0,76,77,178,68,2026-03-22 21:00:00,21,6,144.4,207.5,1
91,91,35.8,60,32,190,74,2026-03-22 21:01:00,21,6,124.5,162.0,1
87,99,35.9,34,85,365,61,2026-03-22 21:02:00,21,6,131.9,221.3,1
83,95,39.5,54,53,248,69,2026-03-22 21:03:00,21,6,121.1,192.7,1
109,97,38.8,84,34,271,64,2026-03-22 21:04:00,21,6,127.9,197.6,1
114,94,39.4,49,60,434,17,2026-03-22 21:05:00,21,6,135.3,232.1,1
127,86,38.6,88,46,159,30,2026-03-22 21:06:00,21,6,154.6,185.2,1
113,96,40.4,84,77,280,44,2026-03-22 21:07:00,21,6,148.1,232.7,1
73,85,36.9,30,79,349,71,2026-03-22 21:08:00,21,6,141.7,213.9,1
99,88,37.7,81,57,415,45,2026-03-22 21:09:00,21,6,139.2,238.8,1
111,93,37.3,67,34,549,54,2026-03-22 21:10:00,21,6,132.5,241.7,1
92,91,36.3,80,91,472,79,2026-03-22 21:11:00,21,6,156.3,270.7,1
121,88,38.7,82,40,361,61,2026-03-22 21:12:00,21,6,153.1,218.6,1
106,90,37.5,75,96,535,44,2026-03-22 21:13:00,21,6,161.0,286.7,1
100,86,35.9,45,75,372,30,2026-03-22 21:14:00,21,6,147.5,221.2,1
73,92,37.3,52,94,111,58,2026-03-22 21:15:00,21,6,134.8,188.6,1
102,93,37.2,41,69,111,39,2026-03-22 21:16:00,21,6,138.3,165.4,1
93,93,38.8,36,43,550,33,2026-03-22 21:17:00,21,6,116.3,235.7,1
77,99,36.1,68,99,588,40,2026-03-22 21:18:00,21,6,124.6,293.1,1
98,85,35.5,66,39,448,72,2026-03-22 21:19:00,21,6,142.0,220.9,1
102,85,36.4,88,83,257,19,2026-03-22 21:20:00,21,6,151.3,226.3,1
68,92,35.7,69,65,526,13,2026-03-22 21:21:00,21,6,102.8,256.6,1
90,99,39.9,51,77,512,39,2026-03-22 21:22:00,21,6,123.7,261.6,1
74,88,39.0,77,95,120,38,2026-03-22 21:23:00,21,6,136.1,207.0,1
116,97,39.4,44,77,568,72,2026-03-22 21:24:00,21,6,157.4,268.3,1
82,97,40.3,38,30,167,63,2026-03-22 21:25:00,21,6,104.0,154.0,1
83,92,38.4,37,37,292,65,2026-03-22 21:26:00,21,6,116.4,179.6,1
99,92,39.7,39,48,109,30,2026-03-22 21:27:00,21,6,124.2,154.3,1
69,86,38.9,74,33,451,45,2026-03-22 21:28:00,21,6,106.2,228.1,1
113,96,39.6,69,38,474,46,2026-03-22 21:29:00,21,6,129.2,235.1,1
116,88,36.4,36,89,118,51,2026-03-22 21:30:00,21,6,170.6,176.7,1
93,87,38.3,59,58,187,49,2026-03-22 21:31:00,21,6,137.6,184.1,1
96,97,40.3,86,44,516,75,2026-03-22 21:32:00,21,6,125.8,257.6,1
76,92,39.5,32,94,231,16,2026-03-22 21:33:00,21,6,124.6,207.0,1
107,96,37.2,47,67,228,17,2026-03-22 21:34:00,21,6,130.2,190.4,1
119,92,36.5,62,36,524,17,2026-03-22 21:35:00,21,6,130.3,234.0,1
114,88,36.5,43,42,568,24,2026-03-22 21:36:00,21,6,137.4,237.5,1
127,93,35.9,41,43,563,14,2026-03-22 21:37:00,21,6,137.8,235.0,1
106,97,39.0,45,92,258,16,2026-03-22 21:38:00,21,6,140.1,216.5,1
68,96,39.0,46,92,459,79,2026-03-22 21:39:00,21,6,130.1,257.2,1
91,97,39.5,77,68,502,28,2026-03-22 21:40:00,21,6,119.7,265.5,1
78,88,36.2,34,62,427,22,2026-03-22 21:41:00,21,6,118.0,218.2,1
114,89,35.9,54,49,234,54,2026-03-22 21:42:00,21,6,148.4,179.9,1
119,88,38.3,58,55,123,41,2026-03-22 21:43:00,21,6,153.0,168.7,1
124,85,37.8,39,31,249,69,2026-03-22 21:44:00,21,6,157.9,166.6,1
110,91,38.6,66,39,563,48,2026-03-22 21:45:00,21,6,135.4,250.1,1
118,98,36.0,33,97,355,39,2026-03-22 21:46:00,21,6,157.6,227.4,1
126,85,38.5,32,60,237,15,2026-03-22 21:47:00,21,6,157.8,182.4,1
90,88,39.7,44,36,508,78,2026-03-22 21:48:00,21,6,131.4,228.2,1
67,88,39.8,77,49,396,33,2026-03-22 21:49:00,21,6,106.0,231.6,1
74,97,36.6,32,33,385,5,2026-03-22 21:50:00,21,6,81.7,189.3,1
68,95,39.0,56,78,327,14,2026-03-22 21:51:00,21,6,105.1,226.0,1
123,88,35.7,41,45,515,12,2026-03-22 21:52:00,21,6,142.5,226.4,1
103,93,40.0,53,42,419,75,2026-03-22 21:53:00,21,6,136.4,219.7,1
112,86,37.3,45,57,106,67,2026-03-22 21:54:00,21,6,159.2,158.2,1
116,93,36.1,77,54,429,5,2026-03-22 21:55:00,21,6,131.8,234.3,1
107,85,37.6,67,68,356,68,2026-03-22 21:56:00,21,6,162.5,227.5,1
119,88,39.4,38,74,339,17,2026-03-22 21:57:00,21,6,155.3,217.4,1
114,94,37.1,72,73,308,34,2026-03-22 21:58:00,21,6,146.9,222.9,1
100,93,36.0,45,51,588,60,2026-03-22 21:59:00,21,6,134.0,247.8,1
84,88,38.6,55,53,480,65,2026-03-22 22:00:00,22,6,131.2,237.8,1
62,88,36.8,40,73,236,76,2026-03-22 22:01:00,22,6,126.9,191.9,1
115,88,37.1,89,74,247,40,2026-03-22 22:02:00,22,6,159.0,219.9,1
72,96,36.3,52,40,531,40,2026-03-22 22:03:00,22,6,95.6,232.8,1
104,96,40.4,73,77,285,57,2026-03-22 22:04:00,22,6,144.8,228.2,1
63,94,40.2,70,36,107,12,2026-03-22 22:05:00,22,6,81.0,162.0,1
118,87,38.3,48,51,147,54,2026-03-22 22:06:00,22,6,155.6,165.7,1
127,96,37.8,54,55,489,13,2026-03-22 22:07:00,22,6,139.0,238.9,1
76,97,36.8,58,84,449,26,2026-03-22 22:08:00,22,6,115.1,251.2,1
125,94,39.5,57,33,164,51,2026-03-22 22:09:00,22,6,140.8,163.4,1
110,89,40.1,48,58,154,28,2026-03-22 22:10:00,22,6,141.9,175.6,1
128,95,38.4,44,57,237,47,2026-03-22 22:11:00,22,6,152.5,186.1,1
102,92,39.9,83,57,178,50,2026-03-22 22:12:00,22,6,137.1,196.8,1
98,85,38.5,42,95,122,12,2026-03-22 22:13:00,22,6,152.0,188.9,1
95,94,38.5,55,92,142,50,2026-03-22 22:14:00,22,6,146.0,197.3,1
61,85,36.8,47,75,283,26,2026-03-22 22:15:00,22,6,116.6,206.2,1
84,92,39.1,67,99,312,50,2026-03-22 22:16:00,22,6,143.7,243.4,1
92,95,37.8,67,54,572,19,2026-03-22 22:17:00,22,6,113.8,261.3,1
76,99,35.8,75,73,374,62,2026-03-22 22:18:00,22,6,117.4,235.0,1
128,87,36.4,88,63,528,30,2026-03-22 22:19:00,22,6,162.4,266.5,1
69,89,37.9,59,64,342,64,2026-03-22 22:20:00,22,6,122.9,218.5,1
70,91,36.9,75,76,131,53,2026-03-22 22:21:00,22,6,123.4,190.7,1
63,85,35.5,55,65,320,50,2026-03-22 22:22:00,22,6,120.4,208.0,1
69,93,38.6,55,68,101,29,2026-03-22 22:23:00,22,6,108.4,172.5,1
90,89,36.6,45,78,296,36,2026-03-22 22:24:00,22,6,138.3,209.5,1
121,90,35.6,61,87,134,54,2026-03-22 22:25:00,22,6,171.5,189.4,1
88,93,35.8,32,96,135,55,2026-03-22 22:26:00,22,6,145.4,181.8,1
74,94,39.1,39,38,224,65,2026-03-22 22:27:00,22,6,106.7,169.1,1
112,99,37.8,50,87,599,76,2026-03-22 22:28:00,22,6,157.4,281.3,1
60,86,36.5,33,68,286,22,2026-03-22 22:29:00,22,6,109.6,194.3,1
84,87,35.9,47,83,542,73,2026-03-22 22:30:00,22,6,150.1,261.8,1
81,87,36.4,69,60,337,55,2026-03-22 22:31:00,22,6,130.8,216.7,1
107,85,37.3,84,59,460,11,2026-03-22 22:32:00,22,6,140.9,249.9,1
89,85,39.6,37,99,333,44,2026-03-22 22:33:00,22,6,156.4,233.6,1
75,89,36.6,33,69,157,71,2026-03-22 22:34:00,22,6,132.3,169.4,1
121,97,36.7,39,54,449,72,2026-03-22 22:35:00,22,6,149.9,220.5,1
115,95,38.0,81,58,472,74,2026-03-22 22:36:00,22,6,150.7,251.5,1
65,85,37.4,82,37,589,27,2026-03-22 22:37:00,22,6,101.1,259.5,1
62,96,36.6,61,35,269,5,2026-03-22 22:38:00,22,6,74.6,182.0,1
83,92,36.9,83,48,529,21,2026-03-22 22:39:00,22,6,108.7,254.7,1
62,87,36.8,52,79,525,42,2026-03-22 22:40:00,22,6,121.2,259.9,1
106,89,39.8,75,90,343,35,2026-03-22 22:41:00,22,6,156.8,248.7,1
121,86,37.4,50,85,231,61,2026-03-22 22:42:00,22,6,178.6,205.5,1
80,93,36.1,89,61,232,23,2026-03-22 22:43:00,22,6,111.9,205.8,1
80,89,38.9,35,32,250,52,2026-03-22 22:44:00,22,6,112.1,167.7,1
117,98,39.4,44,80,227,68,2026-03-22 22:45:00,22,6,157.0,202.2,1
129,92,36.5,68,36,204,52,2026-03-22 22:46:00,22,6,148.8,173.0,1
66,92,36.2,81,63,300,10,2026-03-22 22:47:00,22,6,99.3,217.0,1
89,94,37.4,58,48,209,38,2026-03-22 22:48:00,22,6,115.6,179.2,1
108,88,35.6,33,50,213,14,2026-03-22 22:49:00,22,6,133.6,165.3,1
126,94,38.5,32,90,522,9,2026-03-22 22:50:00,22,6,157.5,260.4,1
98,99,37.1,73,82,210,75,2026-03-22 22:51:00,22,6,143.4,210.1,1
70,91,38.5,51,30,414,60,2026-03-22 22:52:00,22,6,102.5,206.3,1
84,98,40.3,44,42,549,78,2026-03-22 22:53:00,22,6,114.6,241.8,1
103,93,38.3,62,70,318,16,2026-03-22 22:54:00,22,6,132.7,220.2,1
96,92,37.1,83,47,257,53,2026-03-22 22:55:00,22,6,128.2,200.0,1
77,94,36.2,56,92,244,25,2026-03-22 22:56:00,22,6,124.1,213.6,1
108,99,39.5,33,62,451,22,2026-03-22 22:57:00,22,6,125.5,229.1,1
75,88,38.6,73,71,530,12,2026-03-22 22:58:00,22,6,117.1,269.4,1
108,97,36.1,70,39,166,15,2026-03-22 22:59:00,22,6,114.9,167.7,1
107,96,35.9,83,46,382,11,2026-03-22 23:00:00,23,6,117.9,221.9,1
61,88,40.0,46,80,186,38,2026-03-22 23:01:00,23,6,118.2,196.2,1
113,85,38.1,59,49,459,29,2026-03-22 23:02:00,23,6,146.1,231.8,1
96,99,37.8,75,33,181,73,2026-03-22 23:03:00,23,6,116.7,172.4,1
121,98,39.2,40,78,420,62,2026-03-22 23:04:00,23,6,157.4,237.0,1
103,91,37.2,61,91,454,60,2026-03-22 23:05:00,23,6,159.4,259.4,1
92,97,40.0,83,53,160,41,2026-03-22 23:06:00,23,6,116.9,190.6,1
122,98,39.9,49,77,463,67,2026-03-22 23:07:00,23,6,159.2,250.8,1
68,99,38.3,35,60,520,58,2026-03-22 23:08:00,23,6,103.3,240.1,1
98,93,39.4,46,45,596,10,2026-03-22 23:09:00,23,6,114.4,252.5,1
86,93,35.8,43,39,530,46,2026-03-22 23:10:00,23,6,112.6,226.4,1
104,91,39.3,37,88,523,24,2026-03-22 23:11:00,23,6,147.9,263.3,1
69,92,37.7,35,30,357,66,2026-03-22 23:12:00,23,6,102.0,185.3,1
114,86,36.8,52,52,199,67,2026-03-22 23:13:00,23,6,158.3,175.8,1
109,86,36.0,81,96,165,70,2026-03-22 23:14:00,23,6,177.2,212.7,1
99,93,37.4,44,34,111,44,2026-03-22 23:15:00,23,6,119.9,142.8,1
84,99,36.2,40,93,167,57,2026-03-22 23:16:00,23,6,132.3,190.9,1
86,87,36.2,64,37,195,40,2026-03-22 23:17:00,23,6,118.8,169.3,1
108,88,36.3,66,86,294,14,2026-03-22 23:18:00,23,6,151.6,224.6,1
113,92,40.0,87,42,434,61,2026-03-22 23:19:00,23,6,141.7,239.7,1
128,99,36.7,84,96,426,23,2026-03-22 23:20:00,23,6,158.8,267.8,1
70,92,37.0,34,74,163,25,2026-03-22 23:21:00,23,6,112.5,175.4,1
114,89,35.7,89,30,445,58,2026-03-22 23:22:00,23,6,140.1,225.9,1
74,85,40.3,54,64,202,13,2026-03-22 23:23:00,23,6,117.6,192.8,1
60,92,37.4,59,76,529,66,2026-03-22 23:24:00,23,6,117.8,263.3,1
60,98,37.6,52,89,216,50,2026-03-22 23:25:00,23,6,110.5,206.7,1
128,95,35.6,46,51,264,42,2026-03-22 23:26:00,23,6,148.0,182.7,1
121,87,35.9,86,86,340,30,2026-03-22 23:27:00,23,6,168.3,243.0,1
94,91,36.7,77,54,539,32,2026-03-22 23:28:00,23,6,125.3,257.5,1
84,96,37.4,78,58,225,20,2026-03-22 23:29:00,23,6,108.2,199.4,1
125,95,35.5,89,31,460,15,2026-03-22 23:30:00,23,6,127.5,229.2,1
110,94,36.9,54,97,223,42,2026-03-22 23:31:00,23,6,158.1,213.3,1
67,90,37.0,38,41,468,45,2026-03-22 23:32:00,23,6,102.6,215.3,1
82,97,38.8,43,77,536,18,2026-03-22 23:33:00,23,6,114.0,260.2,1
77,93,35.6,45,42,484,60,2026-03-22 23:34:00,23,6,111.1,219.9,1
111,90,39.3,65,36,540,51,2026-03-22 23:35:00,23,6,137.1,244.3,1
77,91,39.9,41,44,599,51,2026-03-22 23:36:00,23,6,112.4,250.9,1
126,99,38.0,70,36,498,65,2026-03-22 23:37:00,23,6,139.8,235.8,1
74,94,37.4,30,31,460,8,2026-03-22 23:38:00,23,6,86.1,203.5,1
89,92,39.5,66,79,515,78,2026-03-22 23:39:00,23,6,146.1,270.3,1
124,91,38.8,83,66,200,7,2026-03-22 23:40:00,23,6,147.8,205.3,1
98,86,39.3,82,43,457,52,2026-03-22 23:41:00,23,6,136.5,241.1,1
67,95,38.8,33,40,113,7,2026-03-22 23:42:00,23,6,83.2,144.7,1
74,85,37.7,58,83,503,7,2026-03-22 23:43:00,23,6,125.3,263.1,1
112,96,35.6,88,73,542,11,2026-03-22 23:44:00,23,6,135.4,274.7,1
71,85,39.4,66,93,564,8,2026-03-22 23:45:00,23,6,128.2,289.7,1
75,94,39.3,39,66,532,14,2026-03-22 23:46:00,23,6,106.2,250.7,1
93,94,36.0,61,44,137,19,2026-03-22 23:47:00,23,6,111.1,160.7,1
96,88,38.8,81,69,265,78,2026-03-22 23:48:00,23,6,152.7,219.4,1
75,99,39.6,65,49,122,56,2026-03-22 23:49:00,23,6,102.8,170.4,1
122,97,36.7,45,56,395,28,2026-03-22 23:50:00,23,6,138.5,214.1,1
72,92,37.2,54,30,416,66,2026-03-22 23:51:00,23,6,104.4,205.6,1
122,96,37.1,53,63,511,19,2026-03-22 23:52:00,23,6,140.8,247.0,1
125,87,40.2,42,89,396,70,2026-03-22 23:53:00,23,6,185.0,242.9,1
121,92,39.0,59,51,463,8,2026-03-22 23:54:00,23,6,136.7,235.8,1
97,98,37.8,89,85,562,66,2026-03-22 23:55:00,23,6,142.9,292.0,1
82,91,38.6,66,57,205,57,2026-03-22 23:56:00,23,6,124.7,191.1,1
61,85,40.2,88,52,528,25,2026-03-22 23:57:00,23,6,104.8,266.4,1
106,90,37.1,30,81,371,6,2026-03-22 23:58:00,23,6,142.1,220.1,1
69,94,35.6,69,41,167,10,2026-03-22 23:59:00,23,6,87.7,167.8,1
64,98,38.5,71,86,296,53,2026-03-23 00:00:00,0,0,113.1,231.9,1
91,93,39.8,40,31,340,5,2026-03-23 00:01:00,0,0,100.3,189.3,1
73,95,39.4,53,53,228,69,2026-03-23 00:02:00,0,0,113.1,188.0,1
93,86,35.5,37,89,154,31,2026-03-23 00:03:00,0,0,149.2,182.6,1
127,98,35.8,56,81,277,28,2026-03-23 00:04:00,0,0,153.5,211.7,1
98,91,38.2,75,44,246,23,2026-03-23 00:05:00,0,0,120.8,193.9,1
64,99,38.9,83,73,394,52,2026-03-23 00:06:00,0,0,104.8,249.2,1
82,87,36.9,39,84,380,33,2026-03-23 00:07:00,0,0,137.0,228.1,1
90,97,40.4,73,73,265,48,2026-03-23 00:08:00,0,0,127.4,221.4,1
65,88,36.0,48,90,462,58,2026-03-23 00:09:00,0,0,132.4,251.4,1
103,93,36.1,57,86,564,29,2026-03-23 00:10:00,0,0,144.6,273.7,1
98,96,35.6,59,60,555,60,2026-03-23 00:11:00,0,0,132.4,253.7,1
110,99,36.2,30,89,550,55,2026-03-23 00:12:00,0,0,150.5,259.7,1
77,91,36.3,56,32,424,70,2026-03-23 00:13:00,0,0,112.1,207.8,1
90,97,37.1,42,77,581,24,2026-03-23 00:14:00,0,0,122.2,265.3,1
63,88,38.6,67,33,308,11,2026-03-23 00:15:00,0,0,88.2,195.4,1
126,85,38.7,60,81,247,22,2026-03-23 00:16:00,0,0,170.4,213.5,1
122,92,36.8,40,43,148,23,2026-03-23 00:17:00,0,0,138.0,153.3,1
129,97,39.1,61,61,101,66,2026-03-23 00:18:00,0,0,158.0,171.6,1
93,96,39.6,64,48,405,21,2026-03-23 00:19:00,0,0,110.7,225.8,1
88,90,39.6,74,32,514,31,2026-03-23 00:20:00,0,0,110.7,241.4,1
90,86,40.2,32,74,529,47,2026-03-23 00:21:00,0,0,144.1,254.0,1
63,93,36.8,85,33,421,67,2026-03-23 00:22:00,0,0,97.5,223.4,1
127,94,36.8,42,89,167,12,2026-03-23 00:23:00,0,0,158.7,190.3,1
94,95,37.2,82,56,542,50,2026-03-23 00:24:00,0,0,125.7,263.0,1
64,86,35.8,36,87,312,36,2026-03-23 00:25:00,0,0,126.5,212.9,1
88,85,37.0,64,46,486,43,2026-03-23 00:26:00,0,0,128.8,235.4,1
66,85,38.7,42,42,351,16,2026-03-23 00:27:00,0,0,101.1,198.0,1
115,94,36.1,60,95,399,6,2026-03-23 00:28:00,0,0,150.3,248.5,1
103,98,38.0,47,79,420,25,2026-03-23 00:29:00,0,0,132.4,238.8,1
70,96,36.4,65,50,185,48,2026-03-23 00:30:00,0,0,101.4,177.3,1
98,95,38.1,33,74,293,35,2026-03-23 00:31:00,0,0,133.4,203.1,1
86,85,35.7,54,80,263,55,2026-03-23 00:32:00,0,0,147.8,207.0,1
108,98,38.3,51,42,339,78,2026-03-23 00:33:00,0,0,133.8,199.3,1
110,92,38.2,31,41,105,61,2026-03-23 00:34:00,0,0,138.8,141.6,1
60,92,38.3,47,74,532,73,2026-03-23 00:35:00,0,0,118.9,258.3,1
68,95,40.2,31,48,361,19,2026-03-23 00:36:00,0,0,91.6,201.7,1
116,95,39.7,41,65,420,21,2026-03-23 00:37:00,0,0,139.1,229.4,1
110,89,37.7,31,85,444,69,2026-03-23 00:38:00,0,0,167.7,239.2,1
97,93,37.8,33,38,327,75,2026-03-23 00:39:00,0,0,129.6,184.1,1
94,89,36.5,83,46,359,17,2026-03-23 00:40:00,0,0,119.8,218.5,1
66,96,35.7,39,68,424,16,2026-03-23 00:41:00,0,0,97.6,223.3,1
66,89,37.0,62,47,139,18,2026-03-23 00:42:00,0,0,98.2,165.7,1
117,97,39.9,71,69,197,53,2026-03-23 00:43:00,0,0,148.5,203.0,1
125,99,38.6,47,80,152,57,2026-03-23 00:44:00,0,0,158.6,187.1,1
89,85,37.1,70,55,127,33,2026-03-23 00:45:00,0,0,131.1,173.1,1
119,97,40.4,41,70,574,23,2026-03-23 00:46:00,0,0,141.6,265.1,1
68,93,40.0,61,30,457,70,2026-03-23 00:47:00,0,0,100.9,222.9,1
115,91,38.9,38,58,419,63,2026-03-23 00:48:00,0,0,153.4,221.2,1
83,96,37.3,61,37,165,78,2026-03-23 00:49:00,0,0,114.3,164.0,1
114,98,39.8,33,55,556,41,2026-03-23 00:50:00,0,0,134.0,245.8,1
67,91,38.9,53,65,144,73,2026-03-23 00:51:00,0,0,121.5,178.6,1
79,90,38.7,63,35,475,65,2026-03-23 00:52:00,0,0,115.2,228.4,1
122,87,37.9,30,34,581,28,2026-03-23 00:53:00,0,0,142.5,230.8,1
105,99,37.0,82,87,319,5,2026-03-23 00:54:00,0,0,130.5,239.7,1
101,91,39.5,77,66,180,14,2026-03-23 00:55:00,0,0,131.5,199.7,1
76,95,40.3,72,32,277,9,2026-03-23 00:56:00,0,0,87.0,194.4,1
89,97,38.9,41,35,387,72,2026-03-23 00:57:00,0,0,114.8,200.2,1
95,85,40.0,70,93,445,33,2026-03-23 00:58:00,0,0,154.9,269.1,1
120,88,36.7,57,81,471,61,2026-03-23 00:59:00,0,0,172.8,252.8,1
88,87,39.3,76,48,387,31,2026-03-23 01:00:00,1,0,123.2,227.6,1
129,90,40.3,83,67,233,16,2026-03-23 01:01:00,1,0,156.5,215.6,1
68,92,37.0,86,36,107,45,2026-03-23 01:02:00,1,0,97.9,163.6,1
72,93,38.7,69,77,151,79,2026-03-23 01:03:00,1,0,130.3,196.0,1
94,99,36.3,36,77,149,75,2026-03-23 01:04:00,1,0,137.7,174.3,1
69,93,39.4,74,94,530,26,2026-03-23 01:05:00,1,0,120.5,287.6,1
91,90,37.5,49,48,528,11,2026-03-23 01:06:00,1,0,115.1,238.7,1
110,97,38.3,68,57,257,23,2026-03-23 01:07:00,1,0,127.9,201.9,1
120,86,37.9,34,99,251,34,2026-03-23 01:08:00,1,0,176.7,212.3,1
64,90,35.6,81,84,363,78,2026-03-23 01:09:00,1,0,131.6,243.1,1
108,95,38.5,38,72,264,12,2026-03-23 01:10:00,1,0,133.5,199.2,1
97,88,37.8,69,45,170,34,2026-03-23 01:11:00,1,0,128.3,175.6,1
126,97,38.3,81,69,145,79,2026-03-23 01:12:00,1,0,163.5,194.4,1
93,95,38.8,83,68,352,24,2026-03-23 01:13:00,1,0,123.1,237.1,1
73,97,37.1,58,65,407,13,2026-03-23 01:14:00,1,0,99.3,230.1,1
88,96,39.8,55,78,202,76,2026-03-23 01:15:00,1,0,138.2,202.1,1
82,86,35.9,83,43,470,24,2026-03-23 01:16:00,1,0,115.3,237.4,1
79,85,38.0,32,50,572,46,2026-03-23 01:17:00,1,0,124.5,241.4,1
106,90,37.3,72,99,244,20,2026-03-23 01:18:00,1,0,155.3,228.7,1
119,91,39.5,76,40,250,69,2026-03-23 01:19:00,1,0,149.4,195.0,1
111,97,40.1,53,37,366,71,2026-03-23 01:20:00,1,0,133.1,205.8,1
119,87,37.5,65,55,369,44,2026-03-23 01:21:00,1,0,155.4,219.8,1
80,85,38.5,41,64,268,79,2026-03-23 01:22:00,1,0,142.2,195.9,1
94,96,40.3,31,45,453,15,2026-03-23 01:23:00,1,0,108.2,218.2,1
80,85,39.8,53,89,540,77,2026-03-23 01:24:00,1,0,154.1,276.4,1
74,94,39.3,42,52,335,27,2026-03-23 01:25:00,1,0,102.3,203.0,1
95,98,37.4,71,71,300,67,2026-03-23 01:26:00,1,0,134.6,220.0,1
123,89,40.5,36,78,416,76,2026-03-23 01:27:00,1,0,176.7,236.8,1
77,90,36.8,48,69,376,14,2026-03-23 01:28:00,1,0,115.3,221.1,1
80,91,39.7,84,68,494,56,2026-03-23 01:29:00,1,0,128.3,267.8,1
91,87,39.2,89,86,332,70,2026-03-23 01:30:00,1,0,156.3,249.5,1
67,90,39.0,84,45,359,46,2026-03-23 01:31:00,1,0,104.9,223.3,1
76,87,39.1,69,53,404,70,2026-03-23 01:32:00,1,0,127.8,230.6,1
77,96,36.8,71,49,214,22,2026-03-23 01:33:00,1,0,98.7,186.2,1
128,94,37.0,41,30,364,39,2026-03-23 01:34:00,1,0,138.1,188.3,1
72,89,39.3,33,93,241,29,2026-03-23 01:35:00,1,0,129.3,208.4,1
95,87,36.1,83,43,512,16,2026-03-23 01:36:00,1,0,121.8,246.2,1
92,96,37.4,54,79,188,51,2026-03-23 01:37:00,1,0,134.4,194.7,1
67,94,35.6,71,79,387,65,2026-03-23 01:38:00,1,0,121.6,239.4,1
124,96,40.1,85,89,272,7,2026-03-23 01:39:00,1,0,151.8,239.4,1
118,99,37.5,64,33,370,47,2026-03-23 01:40:00,1,0,126.5,204.1,1
79,96,38.3,38,60,216,70,2026-03-23 01:41:00,1,0,120.2,180.8,1
106,94,35.8,45,99,447,49,2026-03-23 01:42:00,1,0,158.0,252.8,1
79,94,36.1,66,32,129,72,2026-03-23 01:43:00,1,0,109.8,153.4,1
105,95,38.4,53,37,273,61,2026-03-23 01:44:00,1,0,128.3,183.8,1
119,95,39.6,49,92,560,19,2026-03-23 01:45:00,1,0,154.4,280.1,1
99,86,39.0,41,42,386,19,2026-03-23 01:46:00,1,0,126.9,205.1,1
127,99,38.6,89,52,480,38,2026-03-23 01:47:00,1,0,140.5,254.1,1
117,97,37.2,66,61,167,7,2026-03-23 01:48:00,1,0,130.7,183.5,1
100,98,36.8,75,32,509,22,2026-03-23 01:49:00,1,0,105.6,235.3,1
70,98,40.3,43,58,533,32,2026-03-23 01:50:00,1,0,97.6,249.3,1
96,92,39.3,53,87,401,52,2026-03-23 01:51:00,1,0,147.9,246.2,1
110,99,40.2,44,68,453,59,2026-03-23 01:52:00,1,0,141.2,240.6,1
69,89,39.7,75,45,552,67,2026-03-23 01:53:00,1,0,114.3,258.8,1
61,90,37.6,78,45,318,54,2026-03-23 01:54:00,1,0,102.5,209.3,1
113,87,37.2,82,76,202,32,2026-03-23 01:55:00,1,0,157.5,209.0,1
101,99,35.7,42,39,283,13,2026-03-23 01:56:00,1,0,105.7,176.3,1
127,90,39.5,39,33,393,50,2026-03-23 01:57:00,1,0,148.1,200.2,1
128,87,39.9,43,53,454,38,2026-03-23 01:58:00,1,0,159.8,229.2,1
69,89,36.7,86,35,485,76,2026-03-23 01:59:00,1,0,112.0,237.9,1
70,97,38.5,87,36,109,5,2026-03-23 02:00:00,2,0,80.0,167.5,1
129,92,40.4,47,66,189,56,2026-03-23 02:01:00,2,0,165.0,188.3,1
112,95,39.8,69,71,328,60,2026-03-23 02:02:00,2,0,150.6,229.4,1
74,94,37.3,78,63,537,68,2026-03-23 02:03:00,2,0,120.1,265.1,1
73,91,38.2,42,80,558,10,2026-03-23 02:04:00,2,0,114.9,265.0,1
98,90,35.9,74,70,472,45,2026-03-23 02:05:00,2,0,141.9,252.2,1
92,87,39.4,32,93,518,72,2026-03-23 02:06:00,2,0,161.2,263.5,1
115,97,39.1,80,39,430,29,2026-03-23 02:07:00,2,0,124.7,231.5,1
91,89,36.7,69,35,540,12,2026-03-23 02:08:00,2,0,110.4,240.4,1
121,86,40.3,67,83,198,47,2026-03-23 02:09:00,2,0,173.4,211.8,1
105,97,40.2,31,84,256,50,2026-03-23 02:10:00,2,0,145.5,205.9,1
